channel,mean,rms,meanerr,rmserr,tv
442,560.185,9.09072,0.145393,0.100589,10389
443,436.019,7.98719,0.150092,0.115759,10389
444,416.287,8.59254,0.165362,0.0916554,10389
445,377.492,8.15266,0.257722,0.110348,10389
446,409.375,8.44637,0.125858,0.0938791,10389
447,379.144,9.08078,0.16536,0.121936,10389
448,411.919,7.48527,0.150089,0.094219,10389
449,378.013,7.35014,0.134961,0.117165,10389
450,341.211,4.91877,0.101599,0.0738474,10389
451,331.548,6.28264,0.109781,0.0909279,10389
452,289.236,6.46984,0.108798,0.0784377,10389
453,377.082,6.96958,0.159357,0.118051,10389
454,448.408,7.89251,0.237183,0.1366,10389
455,515.419,7.92926,0.144726,0.129634,10389
104,590.156,12.6863,0.2755,0.187071,10389
266,490.722,11.1864,0.218347,0.188115,10389
87,418.605,11.6037,0.208443,0.159013,10389
265,361.952,9.72714,0.209772,0.1428,10389
88,3971.39,1.87325,0.115703,0.021407,10389
264,309.306,10.6925,0.240409,0.166983,10389
89,337.349,9.30388,0.176016,0.127892,10389
263,289.857,9.84649,0.193954,0.115607,10389
90,282.45,10.5393,0.191378,0.149409,10389
262,303.139,8.18974,0.163865,0.171586,10389
91,353.129,11.2344,0.188857,0.189288,10389
261,327.419,7.17765,0.140969,0.139245,10389
92,348.168,9.94471,0.173965,0.156204,10389
260,388.673,11.0702,0.219481,0.163724,10389
93,434.925,19.8081,0.643202,0.389257,10389
259,515.459,9.84076,0.253569,0.175603,10389
258,536.412,8.49869,0.2094,0.130744,10389
257,517.321,8.13547,0.234463,0.158975,10389
256,506.568,7.9617,0.257141,0.184249,10389
96,400.993,13.2572,0.232773,0.4181,10389
255,438.053,9.81289,0.585687,0.266791,10389
97,419.754,23.2984,0.845767,0.363455,10389
254,359.378,63.7832,9.00145,46.6561,10389
98,395.51,7.07687,0.129582,0.068562,10389
253,322.736,4.19838,0.128975,0.356126,10389
99,394.327,5.23056,0.102201,0.0674031,10389
252,388.626,4.37918,0.188923,0.147181,10389
100,410.615,12.0443,0.566078,0.319933,10389
251,395.752,5.51929,0.111225,0.135851,10389
101,404.492,6.64983,0.167696,0.0958648,10389
250,452.303,5.36295,0.300433,0.362958,10389
102,504.82,11.9167,0.866524,0.340842,10389
249,574.693,11.0226,0.162878,0.288625,10389
94,576.371,15.3582,0.313157,0.204387,10389
470,508.784,7.86858,0.281358,0.108073,10389
471,454.933,6.27704,0.166104,0.0916771,10389
472,487.214,8.51226,0.220256,0.0919064,10389
473,472.409,7.53285,0.177689,0.0978837,10389
474,482.091,8.78111,0.20088,0.111152,10389
475,473.413,8.55886,0.204943,0.0947779,10389
476,357.129,7.65794,0.148681,0.127208,10389
477,506.783,10.1921,0.379921,0.141842,10389
478,1933.43,6.81545,0.787151,1.61753,10389
479,2156,1.55874,0.0607869,0.0131721,10389
480,352.243,7.93579,0.164251,0.124098,10389
481,443.439,7.35865,0.452355,0.133306,10389
482,566.171,14.3937,1.11529,0.301664,10389
483,524.309,8.21325,0.216792,0.123543,10389
86,466.821,13.8985,0.201913,0.186083,10389
103,595.358,12.256,0.186001,0.147764,10389
456,453.967,7.38695,0.141487,0.0947578,10389
457,479.435,8.3686,0.173249,0.131363,10389
458,398.155,5.83284,0.113351,0.0868773,10389
459,395.446,6.06384,0.113084,0.073091,10389
460,405.742,8.57579,0.129688,0.0836781,10389
461,2002.21,1.39497,0.0594695,0.0106094,10389
462,462.472,6.33477,0.126443,0.0707886,10389
463,464.54,7.2434,0.142809,0.0812683,10389
464,3410.06,2.12588,0.0520883,0.0178131,10389
465,570.055,8.14701,0.322888,0.123254,10389
466,548.547,7.20007,0.238657,0.112268,10389
467,613.442,7.85758,0.172457,0.0816673,10389
468,621.075,8.74446,0.256013,0.112512,10389
469,661.68,7.66481,0.232033,0.0876632,10389
95,612.33,9.84126,0.162048,0.130591,10389
275,621.875,10.9701,0.242582,0.191957,10389
274,464.1,9.79273,0.169878,0.157551,10389
78,518.96,11.9574,0.261856,0.182148,10389
273,438.521,11.4021,0.194594,0.177706,10389
79,388.687,11.1747,0.257702,0.204136,10389
272,403.68,8.54551,0.167082,0.145632,10389
80,967.375,1.29745,0.000821995,0.0075268,10389
271,354.344,7.952,0.176121,0.157997,10389
81,391.376,10.5091,0.175464,0.205476,10389
270,405.287,8.71411,0.194196,0.156984,10389
82,455.547,10.8213,0.219575,0.20998,10389
269,440.502,9.68616,0.197612,0.207449,10389
83,425.992,9.9972,0.210255,0.137406,10389
268,453.123,10.326,0.175547,0.210187,10389
84,524.353,10.4515,0.192353,0.197733,10389
267,677.762,10.8869,0.159468,0.161733,10389
284,446.902,22.3784,0.32974,0.24208,10389
69,348.549,11.855,0.167238,0.156645,10389
283,325.001,8.47198,0.202392,0.20638,10389
70,334.004,7.88676,0.160095,0.17344,10389
282,337.549,8.5842,0.2276,0.330898,10389
71,290.767,8.55426,0.144633,0.165841,10389
281,251.936,12.7534,0.335476,0.201725,10389
72,373.404,11.2758,0.198025,0.189421,10389
280,278.031,10.5763,0.169321,0.14644,10389
73,406.12,11.2292,0.182424,0.149031,10389
279,333.448,14.6166,0.229205,0.203961,10389
74,337.548,10.6789,0.240706,0.162875,10389
278,325.262,13.1708,0.201627,0.210368,10389
75,471.992,12.8373,0.264379,0.22611,10389
277,416.77,12.5523,0.207177,0.18688,10389
276,534.752,10.5802,0.194673,0.144803,10389
85,575.997,13.0093,0.258439,0.295249,10389
484,657.15,10.3298,0.282039,0.163788,10389
485,526.928,10.6393,0.436519,0.154677,10389
486,546.3,11.6909,0.183791,0.124546,10389
487,550.313,12.2903,0.190712,0.129134,10389
488,524.965,15.2268,0.188198,0.178349,10389
489,490.244,12.8098,0.147985,0.139778,10389
490,542.328,13.5465,0.194206,0.142755,10389
491,461.876,12.5482,0.383455,0.170056,10389
492,523.963,11.2187,0.163319,0.172034,10389
493,576.532,11.7568,0.266691,0.165657,10389
494,555.236,19.7733,0.408713,0.230899,10389
495,517.756,16.5802,0.17792,0.193795,10389
496,518.556,21.1075,0.194524,0.251977,10389
497,590.308,22.9068,0.22804,0.272661,10389
77,573.456,10.615,0.205044,0.185307,10389
76,735.888,10.958,0.192978,0.207094,10389
498,633.148,23.4584,0.209328,0.292115,10389
499,571.349,23.5533,0.267685,0.30704,10389
500,490.458,25.3934,0.196215,0.363084,10389
501,460.593,29.1376,0.206116,0.357582,10389
502,438.695,31.1753,0.239376,0.350961,10389
503,389.897,30.1885,0.281774,0.324487,10389
504,413.225,29.4283,0.228188,0.363735,10389
505,406.834,38.7725,0.220996,0.419608,10389
506,485.771,32.4869,0.203347,0.461057,10389
507,455.89,33.6189,0.208373,0.432424,10389
508,459.754,31.6673,0.202311,0.389695,10389
509,440.584,30.9952,0.246931,0.370272,10389
510,452.245,53.6252,0.32361,0.632158,10389
511,523.481,34.066,0.215617,0.455708,10389
68,616.473,17.2548,0.319487,0.240331,10389
158,780.722,16.3746,0.319201,0.234296,10389
51,570.716,9.25701,0.195887,0.188205,10389
157,525.941,14.5396,0.375621,0.231255,10389
52,391.133,9.5931,0.185537,0.212299,10389
156,445.692,14.2785,0.383485,0.177187,10389
53,379.178,11.8138,0.240393,0.162983,10389
155,421.64,12.9676,0.269234,0.164529,10389
54,279.048,11.0428,0.168842,0.13292,10389
154,440.033,13.4171,0.315779,0.231712,10389
55,404.293,11.6441,0.189866,0.130447,10389
153,467.308,12.8021,0.287303,0.187725,10389
56,374.636,12.546,0.302678,0.178674,10389
152,531.197,13.4633,0.234776,0.204327,10389
57,456.198,14.0523,0.194873,0.184696,10389
151,641.428,16.0913,0.3209,0.219862,10389
150,665.011,13.6336,0.252591,0.191208,10389
149,748.051,15.8193,0.281587,0.221781,10389
148,620.377,17.2121,0.440484,0.247977,10389
60,480.208,9.95778,0.173519,0.122154,10389
147,539.21,12.1874,0.249846,0.140446,10389
61,475.646,8.81443,0.38644,0.32678,10389
146,595.138,11.8763,0.234568,0.157443,10389
62,420.639,10.5103,0.215251,0.214473,10389
145,525.633,16.6299,0.278637,0.238464,10389
63,465.953,9.65373,0.157248,0.10649,10389
144,515.261,27.5789,0.914803,0.351242,10389
64,562.923,18.5717,0.433112,0.207246,10389
287,2132.3,1.96699,0.0720991,0.0132111,10389
65,497.087,15.3572,0.334213,0.235523,10389
286,518.477,2.67573,0.0459789,0.0300007,10389
66,658.007,11.574,0.175437,0.154865,10389
285,857.53,23.5482,0.508946,0.242022,10389
58,695.057,11.5731,0.201599,0.18124,10389
385,724.938,13.8019,0.225138,0.151993,10389
384,675.537,14.9512,0.199285,0.152879,10389
383,719.357,14.1418,0.255698,0.164164,10389
382,615.393,11.88,0.198784,0.110894,10389
381,562.554,10.8423,0.172871,0.155443,10389
380,639.252,12.6541,0.248437,0.164402,10389
379,565.77,10.3373,0.35567,0.173041,10389
378,691.316,10.667,0.202194,0.136264,10389
377,656.109,9.32666,0.232758,0.109657,10389
376,672.795,9.75067,0.332957,0.104825,10389
375,677.314,8.63842,0.246412,0.121478,10389
374,703.318,11.7946,0.288817,0.138206,10389
373,742.772,11.5687,0.279286,0.115392,10389
372,838.419,9.61665,0.281655,0.118189,10389
50,677.624,11.6368,0.182733,0.153201,10389
67,588.897,14.538,0.273885,0.253367,10389
399,643.476,26.9652,0.321561,0.315453,10389
398,458.2,32.893,0.36445,0.385985,10389
397,529.127,23.7975,0.332956,0.398318,10389
396,466.466,27.8023,0.291596,0.394545,10389
395,465.968,26.7854,0.435062,0.275577,10389
394,496.202,24.0007,0.262804,0.33114,10389
393,414.992,20.1106,0.261369,0.272814,10389
392,391.333,26.6819,0.466403,0.259288,10389
391,435.864,23.5916,0.3987,0.223597,10389
390,417.342,23.3531,0.290415,0.310342,10389
389,519.985,13.4419,0.213484,0.476317,10389
388,478.793,17.7446,0.263225,0.218195,10389
387,548.07,14.3673,0.19499,0.211171,10389
386,517.609,16.2389,0.221156,0.200209,10389
59,580.85,11.9529,0.208434,0.157725,10389
167,584.816,14.6098,0.34656,0.216125,10389
166,466.039,10.6801,0.20389,0.163964,10389
42,392.51,12.9721,0.234762,0.192276,10389
165,387.204,11.528,0.253947,0.177308,10389
43,261.165,9.8958,0.160002,0.16808,10389
164,355.56,12.4966,0.221349,0.15097,10389
44,284.168,10.0804,0.189924,0.138994,10389
163,415.369,12.8343,0.202179,0.143516,10389
45,329.695,7.92659,0.144075,0.205543,10389
162,338.328,13.2026,0.30164,0.181141,10389
46,306.902,10.586,0.180604,0.1958,10389
161,398.483,12.3239,0.244946,0.205656,10389
47,2817.66,0.83628,0.00242536,0.0237365,10389
160,447.841,13.3829,0.307772,0.175505,10389
48,403.86,11.2587,0.169516,0.176305,10389
159,648.211,16.7151,0.36659,0.228555,10389
176,682.998,13.5018,0.262274,0.208047,10389
33,525.079,2.88257,0.04408,0.0459588,10389
175,626.828,9.96342,0.194424,0.168096,10389
34,460.615,2.71092,0.146611,0.0806749,10389
174,538.19,9.63142,0.323835,0.147093,10389
35,2226.78,1.61525,0.000833333,0.0138817,10389
173,535.878,10.063,0.287354,0.157542,10389
36,415.437,10.602,0.152983,0.129593,10389
172,447.813,14.9664,0.396812,0.346634,10389
37,456.193,12.1179,0.183976,0.170263,10389
171,541.656,12.1694,0.212667,0.150806,10389
38,524.798,11.0145,0.149383,0.185065,10389
170,688.724,11.1845,0.231853,0.203804,10389
39,540.392,11.4255,0.184163,0.147905,10389
169,737.1,11.4939,0.20351,0.147907,10389
168,717.936,10.0293,0.175231,0.166315,10389
49,601.068,16.0931,0.220973,0.206803,10389
371,810.827,11.4726,0.227562,0.146756,10389
370,668.46,12.0075,0.233487,0.139083,10389
369,665.435,15.1798,0.583305,0.374004,10389
368,615.192,9.48823,0.241057,0.10507,10389
367,520.905,8.05729,0.223303,0.126933,10389
366,619.122,9.40706,0.245776,0.111633,10389
365,725.731,14.1522,0.426242,0.210722,10389
364,686.883,8.32312,0.260606,0.108213,10389
363,832.891,11.6032,0.325028,0.149117,10389
362,753.77,9.14242,0.259494,0.130548,10389
361,779.992,10.2856,0.267252,0.146672,10389
360,713.481,9.21039,0.287696,0.174223,10389
359,912.515,9.71704,0.274852,0.122472,10389
358,848.732,8.16239,0.291758,0.126331,10389
41,709.882,11.3717,0.190303,0.18243,10389
40,595.044,18.2524,0.260383,0.231983,10389
357,646.054,9.83949,0.404152,0.182416,10389
356,613.394,9.30258,0.296346,0.107386,10389
355,726.203,11.4015,0.307861,0.178359,10389
354,580.664,10.442,0.410069,0.160943,10389
353,526.593,9.20162,0.276901,0.149605,10389
352,592.712,9.97988,0.330509,0.14116,10389
351,609.022,11.5249,0.261621,0.12737,10389
350,559.708,9.96631,0.272291,0.140563,10389
349,580.876,10.5425,0.359328,0.165098,10389
348,658.756,12.8892,0.340637,0.197819,10389
347,541.328,10.0715,0.198053,0.129304,10389
346,589.159,13.2878,0.215586,0.193259,10389
345,619.637,12.8843,0.17271,0.159057,10389
344,589.549,8.76673,0.158176,0.136786,10389
32,731.515,22.5376,0.466686,0.349106,10389
194,461.856,8.89396,0.191171,0.177562,10389
15,410.075,8.12897,0.16905,0.148146,10389
193,362.276,6.90882,0.151855,0.16061,10389
16,336.924,7.28575,0.13594,0.130703,10389
192,294.827,6.60971,0.156642,0.137457,10389
17,278.794,6.94772,0.125785,0.120051,10389
191,233.24,6.67295,0.148352,0.124789,10389
18,274.177,7.47234,0.145535,0.127693,10389
190,304.011,7.46548,0.1667,0.157581,10389
19,290.188,7.65227,0.137037,0.14888,10389
189,274.976,6.9608,0.121298,0.121365,10389
20,354.888,7.29338,0.137366,0.147934,10389
188,360.665,7.289,0.132556,0.153477,10389
21,380.862,8.214,0.171838,0.191394,10389
187,479.478,7.60472,0.176526,0.135889,10389
186,510.289,8.07064,0.217184,0.171046,10389
185,581.729,8.41923,0.183974,0.19229,10389
184,466.908,7.63448,0.146292,0.140911,10389
24,397.13,7.21105,0.163217,0.156538,10389
183,414.118,7.69273,0.160217,0.139102,10389
25,409.795,7.4797,0.140352,0.139252,10389
182,346.65,7.672,0.182277,0.152545,10389
26,372.604,8.69015,0.179083,0.233444,10389
181,391.31,6.69485,0.154147,0.169823,10389
27,358.796,9.04623,0.220833,0.206599,10389
180,364.347,8.02455,0.139786,0.12302,10389
28,314.827,7.46962,0.148318,0.176021,10389
179,415.012,6.87314,0.101001,0.0853974,10389
29,411.731,7.40926,0.146613,0.132884,10389
178,450.788,1.79105,0.0442906,0.0352597,10389
30,496.92,11.1445,0.17817,0.176434,10389
177,759.752,21.5241,0.61076,0.30145,10389
22,598.344,8.94793,0.174722,0.14889,10389
329,601.52,8.27149,0.234837,0.0899375,10389
328,597.818,7.86877,0.193869,0.0955107,10389
327,607.818,7.65692,0.190949,0.104201,10389
326,542.196,7.47175,0.188325,0.103912,10389
325,560.285,7.56659,0.241181,0.110861,10389
324,576.656,7.87012,0.244281,0.119401,10389
323,588.769,7.14659,0.158888,0.102397,10389
322,593.142,12.6833,0.223553,0.165825,10389
321,598.049,12.7815,0.2418,0.174709,10389
320,666.971,10.517,0.269603,0.140722,10389
319,606.001,12.2812,0.189208,0.144673,10389
318,662.123,12.2697,0.23317,0.158627,10389
317,659.619,8.49738,0.301851,0.137374,10389
316,627.341,8.95323,0.234973,0.150166,10389
14,626.461,9.06618,0.18262,0.212169,10389
31,546.248,14.1822,0.249862,0.204428,10389
343,433.097,7.43279,0.21082,0.141178,10389
342,385.066,9.24448,0.275458,0.195698,10389
341,372.858,9.47607,0.887116,0.247694,10389
340,368.022,6.62714,0.233805,0.172431,10389
339,380.54,8.15956,0.359594,0.145797,10389
338,349.792,6.93993,0.192156,0.121272,10389
337,375.551,9.10853,0.311113,0.169559,10389
336,362.08,8.06947,0.235068,0.107396,10389
335,405.421,8.0666,0.188815,0.0993779,10389
334,448.149,9.23292,0.305609,0.151394,10389
333,374.414,8.01035,0.215122,0.121942,10389
332,405.679,7.45707,0.156542,0.0965651,10389
331,349.629,1.62642,0.0339803,0.0110274,10389
330,499.548,9.61205,0.240081,0.141885,10389
23,516.352,7.95921,0.16012,0.211678,10389
203,625.19,12.1504,0.204917,0.186952,10389
202,543.572,8.52725,0.141387,0.128271,10389
6,500.409,7.83845,0.12272,0.16204,10389
201,1852.31,1.87187,0.077226,0.0318531,10389
7,422.772,7.40979,0.119471,0.146107,10389
200,456.378,8.29621,0.18221,0.175671,10389
8,385.624,9.29507,0.164735,0.189083,10389
199,393.686,7.32415,0.133659,0.162963,10389
9,415.049,7.43305,0.120839,0.137104,10389
198,428.637,7.92778,0.148324,0.143979,10389
10,475.605,7.4769,0.112564,0.13791,10389
197,491.555,8.44767,0.138238,0.137589,10389
11,537.538,7.57521,0.163779,0.123,10389
196,541.297,7.53321,0.170547,0.137802,10389
12,623.636,9.14772,0.150568,0.170428,10389
195,688.317,9.29463,0.151246,0.169081,10389
212,501.381,19.8559,0.323597,0.315561,10389
141,442.41,10.3822,0.20024,0.268136,10389
211,357.973,7.74466,0.112958,0.142124,10389
142,313.947,8.09328,0.139887,0.157076,10389
210,3275.58,2.12949,0.0404836,0.0175525,10389
143,294.867,7.67985,0.140455,0.136592,10389
209,262.813,5.04414,0.206223,0.23729,10389
0,1107.81,1.35265,0.0349089,0.013963,10389
208,290.358,9.75033,0.140635,0.138029,10389
1,261.67,6.82514,0.172914,0.207715,10389
207,266.457,9.20527,0.115664,0.151836,10389
2,373.343,8.60476,0.171422,0.160586,10389
206,340.704,9.8064,0.124865,0.141537,10389
3,427.079,8.00313,0.139682,0.152693,10389
205,498.474,8.324,0.134971,0.126972,10389
204,539.782,9.25319,0.148153,0.134458,10389
13,538.336,13.3276,0.189775,0.18137,10389
315,631.613,9.61106,0.279828,0.15343,10389
314,593.473,9.97588,0.236175,0.148171,10389
313,643.411,10.1627,0.268792,0.1645,10389
312,561.886,9.31192,0.306405,0.154749,10389
311,530.199,10.509,0.175189,0.141275,10389
310,449.696,1.35577,0.0310651,0.0434304,10389
309,483.888,10.4183,0.228064,0.130167,10389
308,521.399,9.78832,0.265298,0.129514,10389
307,478.388,8.89754,0.217188,0.123317,10389
306,480.539,8.73365,0.204858,0.10419,10389
305,545.463,9.36257,0.182314,0.114667,10389
304,522.765,9.19898,0.222704,0.154331,10389
303,590.171,8.73578,0.216541,0.138061,10389
302,582.448,8.6585,0.252992,0.170977,10389
5,487.844,10.8978,0.179645,0.168097,10389
4,561.227,9.85561,0.205462,0.202064,10389
301,782.456,12.0929,0.187629,0.158503,10389
300,592.357,13.3365,0.264686,0.162317,10389
299,520.562,9.19227,0.327859,0.156538,10389
298,480.747,12.1892,0.215166,0.126844,10389
297,627.341,14.8903,0.552081,0.181747,10389
296,556.447,11.9573,0.287789,0.135678,10389
295,540.365,13.0547,0.270577,0.128324,10389
294,525.824,11.7212,0.281806,0.141141,10389
293,535.086,10.5506,0.270697,0.114347,10389
292,595.875,11.8033,0.223316,0.146433,10389
291,568.326,11.5206,0.351949,0.14309,10389
290,568.009,15.0216,0.235381,0.161676,10389
289,659.483,16.2961,0.212706,0.214684,10389
288,692.647,14.0723,0.298773,0.176499,10389
140,642.531,12.3963,0.216466,0.228031,10389
741,599.159,12.0347,0.385383,0.149994,10389
634,687.896,11.3959,0.288749,0.133976,10389
740,562.677,14.9321,0.249271,0.205054,10389
635,606.557,9.1229,0.185423,0.119719,10389
739,549.989,13.466,0.209185,0.150787,10389
636,559.569,12.3983,0.293639,0.168926,10389
738,478.488,11.9434,0.20101,0.16565,10389
637,548.08,10.1154,0.168812,0.102357,10389
737,478.103,11.7424,0.158443,0.12909,10389
638,537.896,10.1779,0.134559,0.0978766,10389
736,510.555,15.6889,0.229083,0.185851,10389
639,587.956,9.61955,0.115929,0.122759,10389
735,484.433,11.7531,0.166174,0.119875,10389
640,535.981,10.4751,0.143174,0.124247,10389
734,694.893,13.7741,0.220197,0.179739,10389
733,664.874,12.5779,0.180506,0.136241,10389
732,727.642,15.0854,0.228593,0.188349,10389
731,486.442,11.2453,0.148021,0.145401,10389
643,590.027,8.36784,0.14323,0.0995097,10389
730,470.674,9.35643,0.122743,0.101034,10389
644,523.312,7.61109,0.11275,0.098275,10389
729,371.863,11.7193,0.150734,0.162231,10389
645,413.204,7.53047,0.0866731,0.0811032,10389
728,366.504,17.8791,0.186171,0.074148,10389
646,420.184,6.80381,0.118913,0.0775396,10389
727,386.11,1.61146,0.0336338,0.0300655,10389
647,410.131,5.20955,0.0981975,0.0768716,10389
726,1832.51,2.79261,0.0933276,0.0280266,10389
648,490.562,6.01721,0.173071,0.0645381,10389
725,507.818,36.1772,6.62249,31.9874,10389
649,604.754,6.1033,0.149467,0.0754181,10389
724,682.984,10.0346,0.122012,0.0886961,10389
641,668.969,11.5782,0.214562,0.122615,10389
1009,485.975,5.23976,0.0687288,0.0711069,10389
1008,428.512,5.58041,0.0736155,0.0695306,10389
1007,394.159,4.93665,0.0640243,0.0587278,10389
1006,372.955,6.0766,0.0801618,0.0955714,10389
1005,423.888,8.34643,0.0907639,0.0894441,10389
1004,362.313,6.76408,0.0675146,0.0760687,10389
1003,400.114,7.83571,0.0816194,0.0837809,10389
1002,347.848,6.68219,0.0828814,0.0757356,10389
1001,360.624,6.49953,0.0689564,0.0635666,10389
1000,383.818,6.82827,0.08469,0.095815,10389
999,388.801,5.35598,0.0711127,0.0884977,10389
998,434.656,4.7233,0.0593807,0.0685416,10389
997,476.477,7.2784,0.101488,0.0920156,10389
996,465.525,7.70122,0.0872989,0.0730939,10389
633,797.501,9.5055,0.146549,0.113341,10389
650,743.075,8.36207,0.15734,0.126702,10389
1023,456.515,5.38699,0.0694453,0.0797883,10389
1022,436.474,8.95513,0.144918,0.123563,10389
1021,418.325,5.03616,0.0628178,0.0730963,10389
1020,390.816,3.97479,0.072181,0.0637352,10389
1019,318.893,5.45215,0.0801283,0.0757277,10389
1018,413.045,5.00684,0.0727496,0.0632181,10389
1017,387.497,4.95206,0.123712,0.117669,10389
1016,462.489,4.2888,0.0754076,0.0643733,10389
1015,361.036,4.70425,0.0702125,0.0848941,10389
1014,368.656,3.93624,0.0817635,0.0696078,10389
1013,407.072,5.05176,0.0840025,0.077704,10389
1012,441.057,5.38754,0.118827,0.13788,10389
1011,493.4,4.70057,0.194085,0.177078,10389
1010,467.83,4.83966,0.0692249,0.0631029,10389
642,595.664,9.90564,0.207263,0.116294,10389
750,691.481,11.7347,0.257201,0.19362,10389
749,664.66,9.50912,0.161476,0.102946,10389
625,537.624,12.2516,0.159372,0.130902,10389
748,585.074,11.7764,0.185754,0.21352,10389
626,610.615,9.15801,0.17815,0.130301,10389
747,549.246,9.02686,0.170383,0.124901,10389
627,0,0,0,0,10389
746,477.877,11.4869,0.140915,0.127231,10389
628,499.674,8.07302,0.144488,0.122071,10389
745,484.337,8.45022,0.129982,0.0936294,10389
629,543.67,15.8611,0.3313,0.220861,10389
744,547.899,9.3,0.191724,0.115517,10389
630,594.298,15.9795,0.298436,0.206203,10389
743,705.596,6.48506,0.184056,0.14697,10389
631,656.643,13.0884,0.193998,0.209232,10389
742,740.959,9.12488,0.140832,0.118269,10389
759,673.538,10.3969,0.145488,0.133777,10389
616,536,2.98517,0.052825,0.0446222,10389
758,608.134,11.8804,0.43799,0.152918,10389
617,465.645,3.09753,0.0594362,0.0385125,10389
757,486.354,9.49727,0.16924,0.101018,10389
618,527.417,55.0007,0.985569,1.16079,10389
756,406.713,10.0506,0.148551,0.162332,10389
619,484.308,7.1672,0.114111,0.102844,10389
755,360.415,9.28948,0.127121,0.11395,10389
620,399.475,8.0164,0.104339,0.0878911,10389
754,432.029,11.3783,0.124645,0.128036,10389
621,525.791,11.8534,0.154745,0.154621,10389
753,527.474,10.9351,0.161792,0.131403,10389
622,679.409,11.8829,0.206589,0.152117,10389
752,713.084,10.3008,0.167656,0.13888,10389
751,723.012,11.1201,0.25152,0.155016,10389
632,657.058,14.6075,0.289998,0.190481,10389
995,389.535,6.54421,0.0801041,0.129096,10389
994,358.424,6.54985,0.0843277,0.0644931,10389
993,295.072,8.81445,0.378492,0.213846,10389
992,302.346,8.67912,0.0780335,0.0979079,10389
991,339.953,6.81015,0.0573714,0.0767049,10389
990,320.634,8.50842,0.0977723,0.100992,10389
989,273.036,7.50132,0.0744828,0.148868,10389
988,320.046,6.79344,0.129873,0.0959019,10389
987,279.128,6.63843,0.064603,0.0711454,10389
986,326.777,5.66122,0.0743746,0.0604312,10389
985,363.836,7.2016,0.10986,0.072118,10389
984,400.524,5.69153,0.0618331,0.0629331,10389
983,462.482,5.05521,0.0617317,0.0519795,10389
982,0,0,0,0,10389
624,703.37,8.40963,0.148306,0.122687,10389
623,753.136,11.7775,0.169923,0.152802,10389
981,460.654,5.23226,0.0627834,0.0578291,10389
980,379.735,6.28821,0.0889882,0.0738482,10389
979,386.863,5.52838,0.0730533,0.0628113,10389
978,406.697,5.2949,0.0649157,0.0565062,10389
977,318.683,6.3225,0.108759,0.0632557,10389
976,350.692,4.96443,0.0657336,0.0561868,10389
975,325.203,4.99333,0.0651191,0.0696477,10389
974,308.515,5.00418,0.0813099,0.077476,10389
973,293.234,5.24767,0.0574134,0.0524123,10389
972,305.845,5.1709,0.0686189,0.0544562,10389
971,2743.69,1.73799,0.000877058,0.00989954,10389
970,458.818,7.62278,0.0926953,0.0804444,10389
969,431.961,7.28356,0.0792707,0.0645718,10389
968,393.274,8.10177,0.0750019,0.097511,10389
615,457.448,2.68249,0.0400644,0.0343434,10389
777,531.761,8.96196,0.637864,0.182815,10389
598,711.38,9.64328,0.154662,0.110013,10389
776,415.274,7.22571,0.133034,0.0887743,10389
599,604.928,10.9456,0.191314,0.114012,10389
775,350.075,6.39274,0.559883,0.143026,10389
600,489.107,11.51,0.220963,0.159049,10389
774,279.577,4.13992,0.112406,0.0751609,10389
601,526.43,10.3867,0.176991,0.147855,10389
773,334.742,7.18211,0.2021,0.0885086,10389
602,467.29,10.0544,0.159925,0.119308,10389
772,363.559,16.9364,2.26858,0.749442,10389
603,578.975,11.0049,0.266661,0.139173,10389
771,444.764,5.31457,0.404661,0.13977,10389
604,806.366,10.4108,0.161004,0.107768,10389
770,1866.29,1.54731,0.000821995,0.0102252,10389
769,747.243,5.46419,0.190735,0.0877708,10389
768,500.488,7.19278,0.791825,0.142973,10389
767,456.991,4.32752,0.240164,0.0706643,10389
607,550.207,12.608,0.286487,0.268472,10389
766,453.585,3.52895,0.0760778,0.0995325,10389
608,543.339,10.6777,0.166193,0.126388,10389
765,403.452,4.88552,0.17183,0.0731775,10389
609,436.584,10.5154,0.222939,0.150644,10389
764,394.471,6.4532,0.109949,0.088497,10389
610,534.598,11.0168,0.220031,0.141546,10389
763,425.428,8.28755,0.232141,0.0901496,10389
611,578.476,12.9179,0.257105,0.188463,10389
762,527.399,8.75277,0.157926,0.0942603,10389
612,551.983,8.02123,0.135568,0.119991,10389
761,552.057,9.58219,0.144854,0.0956027,10389
613,617.906,13.2143,0.158443,0.206953,10389
760,689.948,10.8929,0.169935,0.126843,10389
605,808.849,12.4454,0.211757,0.166861,10389
953,548.047,4.37029,0.0639848,0.0680772,10389
952,460.613,4.76659,0.0678199,0.0469507,10389
951,523.27,4.96967,0.0760749,0.0493434,10389
950,414.78,4.83991,0.0758167,0.0593398,10389
949,415.777,6.62486,0.0837427,0.0655984,10389
948,434.181,4.75911,0.0649062,0.0639795,10389
947,360.574,7.21647,0.0962648,0.0689353,10389
946,363.396,5.73826,0.0676888,0.057554,10389
945,481.119,5.38788,0.068349,0.0603915,10389
944,457.052,5.52064,0.093331,0.0699982,10389
943,2384.18,1.08185,0.000821995,0.00951415,10389
942,0,0,0,0,10389
941,516.168,5.73729,0.084414,0.0841571,10389
940,590.152,6.55807,0.0950389,0.0718186,10389
597,888.434,12.6872,0.265306,0.160307,10389
